ID,F_BUS,T_BUS,PF,PT,TYPE,TAP
E1,1,2,156.88289052897025,152.58529019294986,E,1.0
E2,1,5,75.51038182428782,72.74750923177135,E,1.0
E3,2,3,73.23757923727564,70.91430990310043,E,1.0
E4,2,4,56.131495938735895,54.45483810670495,E,1.0
E5,2,5,41.5162150172045,40.61246166409698,E,1.0
E6,4,3,23.659135052399193,23.285690095806068,E,1.0
E7,5,4,61.672650038393165,61.158230445132325,E,1.0
E8,4,7,28.074175915785464,28.07417591578545,E,0.978
E9,4,9,16.07975758290435,16.07975758290435,E,0.969
E10,5,6,44.08732085948627,44.08732085948627,E,0.932
E11,6,11,7.353276982565585,7.297903659027817,E,1.0
E12,6,12,7.786067015265544,7.714257771111887,E,1.0
E13,6,13,17.747976862047583,17.535891466934995,E,1.0
E14,7,8,0.0,0.0,E,1.0
E15,7,9,28.074175916079064,28.074175916079064,E,1.0
E16,9,10,5.227552469551603,5.214677618678156,E,1.0
E17,9,14,9.426381029982975,9.310226938639751,E,1.0
E18,11,10,3.7979036590864363,3.7853223812853867,E,1.0
E19,12,13,1.6142577711058024,1.6079595127872652,E,1.0
E20,13,14,5.643850979832838,5.589773061245825,E,1.0
L2,2,0,21.7,21.7,L,1.0
L3,3,0,94.2,94.2,L,1.0
L4,4,0,47.8,47.8,L,1.0
L5,5,0,7.6,7.6,L,1.0
L6,6,0,11.2,11.2,L,1.0
L9,9,0,29.5,29.5,L,1.0
L10,10,0,9.0,9.0,L,1.0
L11,11,0,3.5,3.5,L,1.0
L12,12,0,6.1,6.1,L,1.0
L13,13,0,13.5,13.5,L,1.0
L14,14,0,14.9,14.9,L,1.0
G1,0,1,232.39327235325806,232.39327235325806,G,1.0
G2,0,2,40.0,40.0,G,1.0
