ID,F_BUS,T_BUS,QF,QF1,QT1,QT,QSF,QST,TAP,TYPE
E1,1,4,27.045923533491962,27.045923533491962,23.9231269986292,23.9231269986292,0.0,0.0,1.0,E
E2,4,5,1.0300063738839647,9.3427168063426,8.44216188214037,16.54336524376037,8.312710432458635,8.10120336162,1.0,E
E3,5,6,-13.456634756239449,4.8992564048995355,-1.002136023622736,18.074835718895816,18.355891161138985,19.076971742518552,1.0,E
E4,6,3,14.955327300831122,14.955327300831122,10.859709070988494,10.859709070988494,0.0,0.0,1.0,E
E5,6,7,3.119508418063608,14.256623206293714,13.511240533834739,24.29582261168452,11.137114788230106,10.784582077849782,1.0,E
E6,7,8,-10.704177388314703,-3.0156475816179684,-7.041579457430235,0.7973314422492093,7.688529806696734,7.838910899679444,1.0,E
E8,8,9,-8.380817397938344,7.717885523550983,-3.8538451536135856,11.312751170505567,16.098702921489327,15.166596324119153,1.0,E
E9,4,9,22.89312062474635,32.15284870140913,29.963977741110522,38.68724882949278,9.259728076662782,8.723271088382258,1.0,E
L5,5,0,30.0,30.0,30.0,30.0,0.0,0.0,1.0,L
L7,7,0,35.0,35.0,35.0,35.0,0.0,0.0,1.0,L
L9,9,0,50.0,50.0,50.0,50.0,0.0,0.0,1.0,L
G1,0,1,27.045923533491987,27.045923533491987,27.045923533491987,27.045923533491987,0.0,0.0,1.0,G
G2,0,2,6.653660318427683,6.653660318427683,6.653660318427683,6.653660318427683,0.0,0.0,1.0,G
G3,3,0,10.859709070988515,10.859709070988515,10.859709070988515,10.859709070988515,0.0,0.0,1.0,L
E7_QF,8,0,9.178148840188022,9.178148840188022,9.178148840188022,9.178148840188022,0.0,0.0,1.0,L
E7_QT,2,0,6.653660318427704,6.653660318427704,6.653660318427704,6.653660318427704,0.0,0.0,1.0,L
