ID,F_BUS,T_BUS,QF,QF1,QT1,QT,QSF,QST,TAP,TYPE
E1,2,1,27.676249726909496,30.559195726909493,17.43798768344577,20.40429168344577,2.8829459999999982,2.9663040000000005,1.0,E
E4,4,2,3.020687466979176,4.781299209969468,-0.3060920986467961,1.550350401353203,1.7606117429902928,1.856442499999999,1.0,E
E5,2,5,1.1709978571154842,3.060201107115483,0.30085724340446585,2.0990339663447632,1.889203249999999,1.7981767229402974,1.0,E
E6,3,4,4.47311562217181,5.12597962217181,4.172833958448208,4.8356524969857295,0.652864,0.6628185385375219,1.0,E
E7,4,5,15.823641939663634,15.823641939663634,14.201004555977164,14.201004555977164,0.0,0.0,1.0,E
E8,7,4,11.38427994065085,23.50544137643974,9.68106571494137,9.68106571494137,12.12116143578889,0.0,0.978,E
E9,9,4,1.732322005940564,8.145809052984543,0.4276111815579145,0.4276111815579145,6.413487047043978,0.0,0.969,E
E10,5,6,12.470679810981563,12.470679810981563,-25.096056126339825,8.04951819111501,0.0,33.14557431745484,0.932,E
E11,6,11,3.5604729705340787,3.5604729705340787,3.444514305008052,3.444514305008052,0.0,0.0,1.0,E
E12,6,12,2.5034142369310968,2.5034142369310968,2.3539591661724395,2.3539591661724395,0.0,0.0,1.0,E
E13,6,13,7.216575388251154,7.216575388251154,6.798913038722549,6.798913038722549,0.0,0.0,1.0,E
E14,8,7,17.623451366399,17.623451366399,17.162970509527153,17.162970509527153,0.0,0.0,1.0,E
E15,7,9,5.7786905690428965,5.7786905690428965,4.976621868501657,4.976621868501657,0.0,0.0,1.0,E
E16,9,10,4.219137798499122,4.219137798499122,4.184937078637247,4.184937078637247,0.0,0.0,1.0,E
E17,9,14,3.6100062385062497,3.6100062385062497,3.362930924074807,3.362930924074807,0.0,0.0,1.0,E
E18,11,10,1.6445143049974533,1.6445143049974533,1.6150629213625027,1.6150629213625027,0.0,0.0,1.0,E
E19,12,13,0.7539591661810442,0.7539591661810442,0.748260741988082,0.748260741988082,0.0,0.0,1.0,E
E20,13,14,1.7471737807591419,1.7471737807591419,1.63706907575328,1.63706907575328,0.0,0.0,1.0,E
L2,2,0,12.7,12.7,12.7,12.7,0.0,0.0,1.0,L
L3,3,0,19.0,19.0,19.0,19.0,0.0,0.0,1.0,L
L5,5,0,1.6,1.6,1.6,1.6,0.0,0.0,1.0,L
L6,6,0,7.5,7.5,7.5,7.5,0.0,0.0,1.0,L
L9,9,0,16.6,16.6,16.6,16.6,0.0,0.0,1.0,L
L10,10,0,5.8,5.8,5.8,5.8,0.0,0.0,1.0,L
L11,11,0,1.8,1.8,1.8,1.8,0.0,0.0,1.0,L
L12,12,0,1.6,1.6,1.6,1.6,0.0,0.0,1.0,L
L13,13,0,5.8,5.8,5.8,5.8,0.0,0.0,1.0,L
L14,14,0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,L
L4,0,4,3.9,3.9,3.9,3.9,0.0,0.0,1.0,G
G2,0,2,43.55710013352808,43.55710013352808,43.55710013352808,43.55710013352808,0.0,0.0,1.0,G
G3,0,3,25.075348495409514,25.075348495409514,25.075348495409514,25.075348495409514,0.0,0.0,1.0,G
G6,0,6,12.730944404601484,12.730944404601484,12.730944404601484,12.730944404601484,0.0,0.0,1.0,G
G8,0,8,17.623451366399,17.623451366399,17.623451366399,17.623451366399,0.0,0.0,1.0,G
G1,1,0,16.54930054208819,16.54930054208819,16.54930054208819,16.54930054208819,0.0,0.0,1.0,L
E10.S5,5,0,32.28704872801048,32.28704872801048,32.28704872801048,32.28704872801048,0.0,0.0,1.0,L
E8.S4,4,0,11.391058279778498,11.391058279778498,11.391058279778498,11.391058279778498,0.0,0.0,1.0,L
E9.S4,4,0,6.147711019773163,6.147711019773163,6.147711019773163,6.147711019773163,0.0,0.0,1.0,L
E2_QF,1,0,3.8549911413579587,3.8549911413579587,3.8549911413579587,3.8549911413579587,0.0,0.0,1.0,L
E2_QT,5,0,2.2293587103770163,2.2293587103770163,2.2293587103770163,2.2293587103770163,0.0,0.0,1.0,L
E3_QF,2,0,3.5602029508564033,3.5602029508564033,3.5602029508564033,3.5602029508564033,0.0,0.0,1.0,L
E3_QT,3,0,1.6022328732376245,1.6022328732376245,1.6022328732376245,1.6022328732376245,0.0,0.0,1.0,L
S9,0,9,21.184844174407242,21.184844174407242,21.184844174407242,21.184844174407242,0.0,0.0,1.0,G
