ID,F_BUS,T_BUS,QF,QF1,QT1,QT,QSF,QST,TAP,TYPE
E1,1,2,0.8986383909980589,0.8986383909980589,0.8982091662414304,0.8982091662414304,-0.0,-0.0,1.0,E
E2,2,3,0.6771351869393459,0.6771351869393459,0.6762257237580565,0.6762257237580565,-0.0,-0.0,1.0,E
E3,3,4,0.7172442977775304,0.7172442977775304,0.716432497035015,0.716432497035015,-0.0,-0.0,1.0,E
E4,4,5,0.636432497034668,0.636432497034668,0.6358257249035315,0.6358257249035315,-0.0,-0.0,1.0,E
E5,5,6,0.6058257249034772,0.6058257249034772,0.6039271811829006,0.6039271811829006,-0.0,-0.0,1.0,E
E6,6,7,0.14799731572616145,0.14799731572616145,0.14749682116998958,0.14749682116998958,-0.0,-0.0,1.0,E
E7,7,8,0.04749682116942362,0.04749682116942362,0.047470346074998476,0.047470346074998476,-0.0,-0.0,1.0,E
E8,9,8,0.0525699972262698,0.0525699972262698,0.0525296539247021,0.0525296539247021,-0.0,-0.0,1.0,E
E9,10,9,0.07268221842706413,0.07268221842706413,0.07256999722633706,0.07256999722633706,-0.0,-0.0,1.0,E
E10,11,10,0.09270169156273976,0.09270169156273976,0.09268221842706188,0.09268221842706188,-0.0,-0.0,1.0,E
E11,12,11,0.12275936637190676,0.12275936637190676,0.12270169156255459,0.12270169156255459,-0.0,-0.0,1.0,E
E12,13,12,0.15860835635195805,0.15860835635195805,0.15775936637203222,0.15775936637203222,-0.0,-0.0,1.0,E
E13,14,13,0.1943669549679458,0.1943669549679458,0.19360835635186197,0.19360835635186197,-0.0,-0.0,1.0,E
E14,14,15,0.0907630450323842,0.0907630450323842,0.09049387907961516,0.09049387907961516,-0.0,-0.0,1.0,E
E15,15,16,0.08049387907952993,0.08049387907952993,0.08031978069416197,0.08031978069416197,-0.0,-0.0,1.0,E
E16,16,17,0.06031978069433648,0.06031978069433648,0.06003528078365554,0.06003528078365554,-0.0,-0.0,1.0,E
E17,17,18,0.04003528078364686,0.04003528078364686,0.04000000000011111,0.04000000000011111,-0.0,-0.0,1.0,E
E18,2,19,0.16107397930218154,0.16107397930218154,0.1609210782803265,0.1609210782803265,-0.0,-0.0,1.0,E
E19,19,20,0.1209210782803262,0.1209210782803262,0.12017461088115813,0.12017461088115813,-0.0,-0.0,1.0,E
E20,20,21,0.08017461088116738,0.08017461088116738,0.08005743205818214,0.08005743205818214,-0.0,-0.0,1.0,E
E21,21,22,0.040057432058184114,0.040057432058184114,0.040000000000012234,0.040000000000012234,-0.0,-0.0,1.0,E
E22,23,3,0.08108555980301567,0.08108555980301567,0.08101857401975776,0.08101857401975776,-0.0,-0.0,1.0,E
E23,24,23,0.13145684951131,0.13145684951131,0.13108555980301717,0.13108555980301717,-0.0,-0.0,1.0,E
E24,24,25,0.20095315048868553,0.20095315048868553,0.19999999999998935,0.19999999999998935,-0.0,-0.0,1.0,E
E25,6,26,0.435929865455843,0.435929865455843,0.4357908306849968,0.4357908306849968,-0.0,-0.0,1.0,E
E26,26,27,0.4107908306847834,0.4107908306847834,0.41059633661264117,0.41059633661264117,-0.0,-0.0,1.0,E
E27,27,28,0.3855963366130604,0.3855963366130604,0.38429123370179086,0.38429123370179086,-0.0,-0.0,1.0,E
E28,28,29,0.364291233701513,0.364291233701513,0.3632193429182691,0.3632193429182691,-0.0,-0.0,1.0,E
E29,29,30,0.2932193429180257,0.2932193429180257,0.2927458146221996,0.2927458146221996,-0.0,-0.0,1.0,E
E30,30,31,0.2115958146269216,0.2115958146269216,0.2102327468831378,0.2102327468831378,-0.0,-0.0,1.0,E
